,Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,age,Debut Age,Zodiac
1094,Nana,Im Jinah,1991-09-14,After School,2009-01-15,Pledis,South Korea,,,Cheongju,Orange Caramel,,F,32.0,17.0,Virgo
1095,Nana,Kwon Nayeon,2001-03-09,woo!ah!,2020-05-15,NV,South Korea,,,,,,F,23.0,19.0,Pisces
1096,Nancy,Nancy Mcdonie,2000-04-13,MOMOLAND,2016-11-09,Double Kick,South Korea,162.0,45.0,Daegu,,,F,23.0,16.0,Aries
1097,Nara,Kwon Nara,1991-03-13,Hello Venus,2012-05-09,Fantagio,South Korea,172.0,52.0,Seongnam,,,F,33.0,21.0,Pisces
1098,Narachan,Jung Hyunwoo,1996-09-23,MONT,2014-05-14,Starship,South Korea,178.0,58.0,,,,M,27.0,17.0,Libra
1099,Narae,Park Narae,1988-02-23,SPICA,2012-02-07,CJ E&M,South Korea,,,Incheon,SPICA-S,SPICA,F,36.0,23.0,Pisces
1100,Nari,Kim Nari,1992-10-05,Wassup,2013-08-07,Mafia,South Korea,,,,,,F,31.0,20.0,Libra
1101,Narin,Lee Narin,2001-10-29,Bling Bling,2020-11-17,Major9,South Korea,,,,,,F,22.0,19.0,Scorpio
1102,Narin,Lee Eunseo,2000-06-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,,,,,,F,23.0,22.0,Gemini
1103,Narsha,Park Hyojin,1981-12-28,Brown Eyed Girls,2006-03-02,Mystic,South Korea,,,,,,F,42.0,24.0,Capricorn
1104,Nason,Kim Duyeop,1995-06-12,CHECKMATE,2012-06-19,Yedang,South Korea,,,,,,M,28.0,17.0,Gemini
1105,Nayeon,Im Nayeon,1995-09-22,Twice,2015-10-20,JYP,South Korea,163.0,,Seoul,,,F,28.0,20.0,Virgo
1106,Nayoung,Kim Nayoung,1995-11-23,Gugudan,2016-06-28,Jellyfish,South Korea,169.0,50.0,,,,F,28.0,20.0,Sagittarius
1107,Nayoung,Kim Nayoung,2002-11-30,LIGHTSUM,2021-06-10,Cube,South Korea,154.0,43.0,Chuncheon,,,F,21.0,18.0,Sagittarius
1108,Nayoung,Im Nayoung,1995-12-18,Pristin,2017-03-21,Pledis,South Korea,171.0,51.0,Chungcheongham,I.O.I| Pristin V,,F,28.0,21.0,Sagittarius
1109,Nayu,Kim Yewon,2002-07-23,ILY:1,2022-04-04,FC ENM,South Korea,,,,,,F,21.0,19.0,Leo
1110,Nayun,Kim Nayun,1998-07-31,MOMOLAND,2016-11-09,Double Kick,South Korea,167.0,48.0,Seoul,,,F,25.0,18.0,Leo
1111,NC.A,Im Soeun,1996-10-07,UNI.T,2018-05-18,Unit Culture,South Korea,,,Osan,,,F,27.0,21.0,Libra
1112,New,Choi Chanhee,1998-04-26,The Boyz,2017-12-31,Cre.Ker,South Korea,175.0,51.0,Jeonju,,,M,25.0,19.0,Taurus
1113,New Sun,Choi Yoonsun,1997-06-19,Sonamoo,2014-12-29,TS,South Korea,172.0,,,,,F,26.0,17.0,Gemini
1114,Nichkhun,Nichkhun Horvejkul,1988-06-24,2PM,2008-07-04,JYP,Thailand,180.0,64.0,California,,,M,35.0,20.0,Cancer
1115,Nicole,Nicole Jung,1991-10-07,KARA,2007-03-29,DSP,South Korea,,,Los Angeles,,,F,32.0,15.0,Libra
1116,Niel,Ahn Daniel,1994-08-16,Teen Top,2010-07-09,TOP Media,South Korea,,,Anyang,,,M,29.0,15.0,Leo
1117,Ni-Ki,Nishimura Riki,2005-12-09,ENHYPEN,2020-11-30,Be:lift,Japan,,,,,,M,18.0,14.0,Sagittarius
1118,Nina,Nina Nadia Mateer,2003-03-15,IRRIS,2022-07-06,Mellow,Australia,174.0,51.0,Brisbane,,,F,21.0,19.0,Pisces
1119,Nine,Jung Wookjin,1999-12-13,OnlyOneOf,2019-05-28,RSVP,South Korea,,,,,,M,24.0,19.0,Sagittarius
1120,Ningning,Ning Yizhuo,2002-10-23,aespa,2020-11-17,SM,China,165.0,43.0,Harbin,,,F,21.0,18.0,Scorpio
1121,Noah,Hwang Seundae,1998-03-18,CHECKMATE,2012-06-19,Yedang,South Korea,,,,,,M,25.0,14.0,Pisces
1122,Noah,Song Yubin,2000-08-02,T1419,2007-09-21,CJ E&M,South Korea,,,,,,M,23.0,7.0,Leo
1123,Noeul,No Eul,1989-05-10,Rainbow,2009-11-12,DSP,South Korea,164.0,44.0,Jeonju,,,F,34.0,20.0,Taurus
1124,Nova,Maria Pavlovna Emelyanova,2002-10-10,X:IN,2023-04-11,Escrow,Russia,,,Moscow,,,F,21.0,20.0,Libra
1125,O.V,Kim Sanchan,1999-01-03,D-CRUNCH,2018-08-06,All-S,South Korea,,,,,,M,25.0,19.0,Capricorn
1126,Olivia Hye,Son Hyeju,2001-11-13,LOONA,2018-08-20,Blockberry,South Korea,,,,Loona yyxy,,F,22.0,16.0,Scorpio
1127,On,Kim Dongwoo,,ABLUE,2022-10-23,J-Star,South Korea,177.0,65.0,,,,M,,,Capricorn
1128,On,Choi Juhwan,2002-10-16,T1419,2007-09-21,CJ E&M,South Korea,,,,,,M,21.0,4.0,Libra
1129,Onda,Jo Selim,2000-05-18,Everglow,2019-03-18,Yuehua,South Korea,,,,,,F,23.0,18.0,Taurus
1130,Onejunn,Jo Wonjun,1988-11-22,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,179.0,61.0,Changwon,,,M,35.0,24.0,Sagittarius
1131,Onew,Lee Jinki,1989-12-14,SHINee,2008-05-25,SM,South Korea,177.0,61.0,Gwangmyeong,,,M,34.0,18.0,Sagittarius
1132,P.O,Pyo Jihoon,1993-02-02,Block B,2011-04-15,KQ,South Korea,181.0,64.0,Seoul,Bastarz,,M,31.0,18.0,Aquarius
1133,Park Kyung,Park Kyung,1992-07-08,Block B,2011-04-15,KQ,South Korea,176.0,56.0,Seoul,,,M,31.0,18.0,Cancer
1134,Peniel,Shin Donggeun,1993-03-10,BtoB,2012-03-21,Cube,South Korea,175.0,63.0,Chicago,,,M,31.0,19.0,Pisces
1135,P-Goon,Park Sehyuk,1991-10-18,,,,South Korea,,,Seoul,,Topp Dogg,M,32.0,,Libra
1136,Pharita,Pharita Chaikong,2005-08-26,BABYMONSTER,,YG,Thailand,,,Bangkok,,,F,18.0,,Virgo
1137,Prince,Pasidh Vataniyapromote,2003-01-10,Ghost9,2020-09-23,Maroo,Thailand,,,,,,M,21.0,17.0,Capricorn
1138,PSY,Park Jaesang,1977-12-31,,,,South Korea,,,Seoul,,,M,46.0,,Capricorn
1139,Q,Ji Changmin,1998-11-05,The Boyz,2017-12-31,Cre.Ker,South Korea,175.0,56.0,,,,M,25.0,19.0,Scorpio
1140,Qri,Lee Jihyun,1986-12-12,T-ara,2009-07-29,MBK,South Korea,162.0,44.0,Goyang,,,F,37.0,22.0,Sagittarius
1141,ra.L,Yi Taehyun,2003-09-29,TRENDZ,2022-01-05,Interpark,South Korea,,,,,,M,20.0,18.0,Libra
1142,Rachel,Sung Nayeon,2000-08-28,APRIL,2015-08-24,DSP,South Korea,,,,,,F,23.0,14.0,Virgo
1143,Rain,Jung Jihoon,1982-06-25,,,,South Korea,,,Seosan,,,M,41.0,,Cancer
1144,Raina,Oh Hyerin,1989-05-07,After School,2009-01-15,Pledis,South Korea,,,Ulsan,Orange Caramel,,F,34.0,19.0,Taurus
1145,Rainie,Chu Chingyu,2000-11-16,bugAboo,2021-10-25,A team,Taiwan,,,,,,F,23.0,20.0,Scorpio
1146,Rakwon,Seok Rakwon,2003-11-14,ATBO,2022-07-27,IST,South Korea,172.0,,Seoul,,,M,20.0,18.0,Scorpio
1147,Rano,Byun Yongseop,1998-12-10,E'LAST,2020-06-09,E Entertainment,South Korea,175.0,60.0,,,,M,25.0,21.0,Sagittarius
1148,Raon,Lee Seoyoung,2000-01-21,ANS,2019-09-16,ANS,South Korea,,,,,,F,24.0,19.0,Aquarius
1149,Raots,Ren Yuchen,2000-03-01,JWiiver,2022-02-17,JTG,China,,,,,,M,24.0,21.0,Pisces
1150,Ravi,Kim Wonsik,1993-02-15,VIXX,2012-05-24,Jellyfish,South Korea,183.0,65.0,Seoul,VIXX LR,,M,31.0,19.0,Aquarius
1151,Ravn,Kim Yoongjo,1995-09-02,Oneus,2019-01-09,RBW,South Korea,,,,,,M,28.0,23.0,Virgo
1152,Rayeon,Lee Rayeon,2001-11-24,FANATICS,2019-08-06,FENT,South Korea,167.0,45.0,Gwangju,,,F,22.0,17.0,Sagittarius
1153,Red,Lee Heejin,1991-07-10,Pungdeng-E,2013-12-11,DOMA,South Korea,163.0,,Daegu,,,F,32.0,22.0,Cancer
1154,Rei,Naoi Rei,2004-02-03,IVE,2021-12-01,Starship,Japan,169.0,47.0,,,,F,20.0,17.0,Aquarius
1155,Remi,Katsuno Rise,2001-04-26,Cherry Bullet,2019-01-21,FNC,Japan,,,,,,F,22.0,17.0,Taurus
1156,Ren,Choi Minki,1995-11-03,NU'EST,2012-03-15,Pledis,South Korea,,,Busan,NU'EST W,,M,28.0,16.0,Scorpio
1157,Rena,Kang Yebin,1998-10-19,Hinapia,2019-11-03,Alseulbit,South Korea,162.0,49.0,,Pristin V,Pristin,F,25.0,21.0,Libra
1158,Renjun,Hwang Renjun,2000-03-23,NCT,2016-04-09,SM,China,,,Jilin,NCT Dream,,M,23.0,16.0,Aries
1159,Ria,Kuwayama Ria,1998-02-03,BOTOPASS,2020-08-26,WKS ENE,Japan,,,,,,F,26.0,22.0,Aquarius
1160,Ricky,Yoo Changhyun,1995-02-27,Teen Top,2010-07-09,TOP Media,South Korea,,,Seoul,,,M,29.0,15.0,Pisces
1161,Rie,Lee Seungho,1996-11-06,OnlyOneOf,2019-05-28,RSVP,South Korea,,,,,,M,27.0,22.0,Scorpio
1162,Rihan,Choi Yeonsik,1998-05-22,JWiiver,2022-02-17,JTG,South Korea,,,,,,M,25.0,23.0,Gemini
1163,Riho,Jin Seungwook,1998-03-01,VARSITY,2017-01-05,GKC,South Korea,178.0,59.0,Incheon,,,M,26.0,18.0,Pisces
1164,Riina,Lee Seunghyeon,2001-02-21,H1-KEY,2022-01-05,GLG,South Korea,172.0,55.0,,,,F,23.0,20.0,Pisces
1165,Rina,Kang Soeun,2001-09-27,Weki Meki,2017-08-08,Fantagio,South Korea,,,,,,F,22.0,15.0,Libra
1166,Rinji,Hwang Rinji,2006-05-05,Pixy,2021-02-24,ALLART,South Korea,169.0,,,,,F,17.0,14.0,Taurus
1167,Rio,Son Gwanghyuk,1999-07-16,14U,2017-04-17,BG,South Korea,,,,,,M,24.0,17.0,Cancer
1168,Ririka,Kishida Ririka,2002-07-02,ILY:1,2022-04-04,FC ENM,Japan,162.0,,,,,F,21.0,19.0,Cancer
1169,Riwon,Kim Riwon,2007-01-11,CLASS:y,2022-05-05,Universal,South Korea,156.0,,,,,F,17.0,15.0,Capricorn
1170,RM,Kim Namjoon,1994-09-12,BTS,2013-06-13,Big Hit,South Korea,181.0,67.0,Ilsan,,,M,29.0,18.0,Virgo
1171,Roa,Kim Minkyung,1997-07-29,Hinapia,2019-11-03,Alseulbit,South Korea,172.0,49.0,,Pristin V,Pristin,F,26.0,22.0,Leo
1172,Roa,,,X:IN,2023-04-11,Escrow,South Korea,,,,,,F,,,Capricorn
1173,Rocky,Park Minhyuk,1999-02-25,ASTRO,2016-02-23,Fantagio,South Korea,,,Jinju,,,M,25.0,16.0,Pisces
1174,Roda,Shin Joongmin,1998-09-19,MONT,2014-05-14,Starship,South Korea,179.0,60.0,,,,M,25.0,15.0,Virgo
1175,Roel,Kim Sunho,1997-02-13,ARGON,2019-03-11,MSH,South Korea,,,,,,M,27.0,22.0,Aquarius
1176,Rokhyun,Kim Rokhyun,1991-02-10,100%,2012-09-18,TOP Media,South Korea,,,Suncheon,,,M,33.0,21.0,Aquarius
1177,Romin,Choi Youngmin,2001-04-24,E'LAST,2020-06-09,E Entertainment,South Korea,179.0,58.0,,,,M,22.0,19.0,Taurus
1178,Ron,Cheon Byeonghwa,1991-01-22,Bigflo,2014-07-19,HO,South Korea,183.0,62.0,,,,M,33.0,23.0,Aquarius
1179,Rona,Chang Ching,2002-06-05,ILY:1,2022-04-04,FC ENM,Taiwan,165.0,,Taipei,,,F,21.0,19.0,Gemini
1180,Roni,Jeong Rowoon,1994-07-31,,,,South Korea,174.0,55.0,,,XEED,M,29.0,,Leo
1181,Rora,Lee Dain,2008-08-05,BABYMONSTER,,YG,South Korea,,,,,,F,15.0,,Leo
1182,Rosé,Roseanne Park,1997-02-11,BLACKPINK,2016-08-08,YG,South Korea,167.0,,Auckland,,,F,27.0,19.0,Aquarius
1183,Roshin,Bae Sijun,2001-04-13,JWiiver,2022-02-17,JTG,South Korea,,,Daegu,,,M,22.0,20.0,Aries
1184,Rowoon,Kim Seokwoo,1996-08-07,SF9,2016-10-05,FNC,South Korea,,,,,,M,27.0,20.0,Leo
1185,Royeon,Jeon Hyunjoo,1998-02-20,ANS,2019-09-16,ANS,South Korea,,,,,,F,26.0,21.0,Pisces
1186,Rubin,Lee Haejoon,1995-08-16,1TEAM,2019-03-27,LiveWorks,South Korea,,,,,,M,28.0,23.0,Leo
1187,Ruby,Heo Jiwon,2002-08-21,PRIMROSE,2023-03-13,AO,South Korea,,,,,,F,21.0,20.0,Leo
1188,Rui,Jang Rui,2000-03-07,7 O'clock,2014-08-26,Jungle,South Korea,178.0,63.0,Seoul,,,M,24.0,14.0,Pisces
1189,Rui,Watanabe Rui,1994-10-08,H.U.B,2017-02-09,New Planet,Japan,,,,,N-Bulance,F,29.0,22.0,Libra
1190,Ruka,Kawai Ruka,2002-03-20,BABYMONSTER,,YG,Japan,,,,,,F,21.0,,Pisces
1191,Ryeowook,Kim Ryeowook,1987-06-21,Super Junior,2005-11-06,SM,South Korea,175.0,58.0,Incheon,Super Junior-M,,M,36.0,18.0,Cancer
1192,Ryujei,Chae Hocheol,1997-11-08,JWiiver,2022-02-17,JTG,South Korea,175.0,54.0,Incheon,,,M,26.0,24.0,Scorpio
1193,Ryujin,Shin Ryujin,2001-04-17,ITZY,2019-02-12,JYP,South Korea,,,Seoul,,,F,22.0,17.0,Aries
1194,S.Coups,Choi Seungcheol,1995-08-08,Seventeen,2015-05-26,Pledis,South Korea,177.0,63.0,Daegu,,,M,28.0,19.0,Leo
1195,Saebom,Kim Seyoung,1995-01-13,Favorite,2017-07-05,Astory,South Korea,,,Gwacheon,,,F,29.0,22.0,Capricorn
1196,Saebom,Kim Saerok,1997-01-30,NATURE,2018-08-03,n.CH,South Korea,,,,,,F,27.0,21.0,Aquarius
1197,Saebyeok,Shim Jaeyoung,1996-11-09,Ho1iday,2013-04-26,LOEN,South Korea,,,,,,F,27.0,16.0,Scorpio
1198,Saebyeol,Han Saebyeol,1996-05-23,Matilda,2016-03-18,Box,South Korea,,168.0,,,,F,27.0,19.0,Gemini
1199,Saena,Jung Sehyun,2004-03-12,FIFTY FIFTY,2022-11-18,ATTRAKT,South Korea,160.0,42.0,Busan,,,F,20.0,18.0,Pisces
1200,Saerom,Lee Saerom,1997-01-07,fromis_9,2018-01-24,Off The Record,South Korea,,,Gangwon,,,F,27.0,21.0,Capricorn
1201,Sakang,Jeon Sakang,2002-10-26,TheEastLight,2018-11-15,Stardium,South Korea,,,,,,M,21.0,16.0,Scorpio
1202,Sakura,Miyawaki Sakura,1998-03-19,LE SSERAFIM,2022-05-02,Source,Japan,,,Kagoshima,,IZ*ONE,F,25.0,24.0,Pisces
1203,Sally,Liu Xiening,1996-10-23,Gugudan,2016-06-28,Jellyfish,China,,,Guangdong,,,F,27.0,19.0,Scorpio
1204,Samuel,Kim Samuel,2002-01-17,,,,South Korea,,,Los Angeles,,1PUNCH,M,22.0,,Capricorn
1205,San,Choi San,1999-07-10,ATEEZ,2018-10-24,KQ,South Korea,173.0,,,,,M,24.0,19.0,Cancer
1206,Sana,Minatozaki Sana,1996-12-29,Twice,2015-10-20,JYP,Japan,168.0,,Osaka,MISAMO,,F,27.0,18.0,Capricorn
1207,Sandeul,Lee Junghwan,1992-03-20,B1A4,2010-04-19,WM,South Korea,178.0,62.0,Busan,,,M,31.0,18.0,Pisces
1208,Sanga,Lee Sanga,1999-08-05,,,,South Korea,165.0,,,,Pink Fantasy,F,24.0,,Leo
1209,Sangah,Yoo Sangah,2002-09-04,LIGHTSUM,2021-06-10,Cube,South Korea,168.0,,Incheon,,,F,21.0,18.0,Virgo
1210,Sangdo,Yoo Sangdo,1993-03-02,Topp Dogg,2020-04-01,n.CH,South Korea,,,Incheon,,,M,31.0,27.0,Pisces
1211,Sangho,Jo Sangho,1995-02-10,SNUPER,2015-11-16,Widmay,South Korea,,,Changwon,,,M,29.0,20.0,Aquarius
1212,Sanghoon,Lee Sanghoon,1993-12-23,,,,South Korea,,,Cheongju,,100%,M,30.0,,Capricorn
1213,Sangil,Shim Sangil,1993-05-01,SNUPER,2015-11-16,Widmay,South Korea,,,Seoul,,,M,30.0,22.0,Taurus
1214,Sangmin,Kim Sangmin,1992-07-07,CROSS GENE,2012-07-08,Amuse,South Korea,178.0,67.0,Jinju,,,M,31.0,20.0,Cancer
1215,Sangwoo,Kim Sangwoo,2002-09-03,JUST B,2021-06-30,Bluedot,South Korea,,,,,,M,21.0,18.0,Virgo
1216,Sangyeon,Lee Sangyeon,1996-11-04,The Boyz,2017-12-31,Cre.Ker,South Korea,176.0,61.0,,,,M,27.0,21.0,Scorpio
1217,Sanha,Yoon Sanha,2000-03-21,ASTRO,2016-02-23,Fantagio,South Korea,,,Seoul,,,M,23.0,15.0,Aries
1218,Satbyeol,Jeon Yujin,2001-02-27,,,,South Korea,165.0,,,,Girls Alert| Pixy,F,23.0,,Pisces
1219,Sea,Kim Sujeong,1999-12-05,Highteen,2016-10-14,Elijah,South Korea,,,,,,F,24.0,16.0,Sagittarius
1220,Sebin,Jang Sebin,1996-04-24,SNUPER,2015-11-16,Widmay,South Korea,,,Pocheon,OMEGA X,,M,27.0,19.0,Taurus
1221,Seea,Kang Eunyoung,1994-08-21,Pink Fantasy,2018-10-28,My Doll,South Korea,160.0,43.0,,,,F,29.0,24.0,Leo
1222,Seeun,Yoon Seeun,2003-06-14,STAYC,2020-11-12,Hi-Up,South Korea,167.0,49.0,Pyeongtaek,,,F,20.0,17.0,Gemini
1223,Seeun,Park Seeun,2005-08-17,xikers,2023-03-30,KQ,South Korea,180.0,,Daegu,,,M,18.0,17.0,Leo
1224,Segye,Shin Segye,1998-08-19,AREAL,2020-08-21,JZ Factory,South Korea,,,,,Rose Finger,F,25.0,22.0,Leo
1225,Sehun,Oh Sehun,1994-04-12,EXO,2012-04-08,SM,South Korea,181.0,63.0,Seoul,,,M,29.0,17.0,Aries
1226,Sehyung,Kang Sehyung,1998-12-13,Berry Good,2014-05-21,Asia Bridge,South Korea,169.0,,,,,F,25.0,15.0,Sagittarius
1227,Sei,Lee Seojung,2000-01-07,Weki Meki,2017-08-08,Fantagio,South Korea,,,,,,F,24.0,17.0,Capricorn
1228,Sejeong,Kim Sejeong,1996-08-28,Gugudan,2016-06-28,Jellyfish,South Korea,164.0,48.0,,,I.O.I,F,27.0,19.0,Virgo
1229,Sejin,Lee Sejin,1999-07-22,14U,2017-04-17,BG,South Korea,,,,,,M,24.0,17.0,Cancer
1230,Sejun,Lim Sejun,1996-05-04,VICTON,2016-11-09,Plan A,South Korea,,,,,,M,27.0,20.0,Taurus
1231,Seline,Jung Yeonjeong,2000-06-20,Cignature,2020-02-04,C9,South Korea,,,,,,F,23.0,19.0,Gemini
1232,Semi,Gu Semi,2002-04-10,Cignature,2020-02-04,C9,South Korea,166.0,46.0,,,,F,21.0,17.0,Aries
1233,Semmi,Oh Heesun,1995-10-22,Matilda,2016-03-18,Box,South Korea,,165.0,,,,F,28.0,20.0,Libra
1234,Seogoong,Park Hyunho,1992-05-01,,,,South Korea,,,Seongnam,,Topp Dogg,M,31.0,,Taurus
1235,Seoham,Park Seoham,1993-10-28,KNK,2016-03-03,YNB,South Korea,190.0,70.0,,,,M,30.0,22.0,Scorpio
1236,Seoho,Lee Seoho,1996-06-07,Oneus,2019-01-09,RBW,South Korea,,,,,,M,27.0,22.0,Gemini
1237,Seohyun,Seo Joohyun,1991-06-28,SNSD,2021-08-04,Good Luck,South Korea,168.0,48.0,Seoul,TTS,,F,32.0,30.0,Cancer
1238,Seoi,Lee Yejin,2000-02-12,H1-KEY,2022-01-05,GLG,South Korea,169.0,,,,,F,24.0,21.0,Aquarius
1239,Seokcheol,Lee Seokchul,2000-01-11,TheEastLight,2018-11-15,Stardium,South Korea,,170.0,,,,M,24.0,18.0,Capricorn
1240,Seokhwa,Kang Seokhwa,2000-12-01,WEi,2020-10-05,OUI,South Korea,172.0,56.0,,,,M,23.0,19.0,Sagittarius
1241,Seokyoung,Kim Seokyung,1999-04-16,GWSN,2018-09-05,Kiwi Pop,South Korea,,,,,,F,24.0,19.0,Aries
1242,Seol,Min Jihye,1997-01-01,P.O.P,2017-07-26,DWM,South Korea,,,Gunsan,,,F,27.0,20.0,Capricorn
1243,Seola,Kim Hyunjung,1994-12-24,WJSN,2016-02-25,Starship,South Korea,165.0,,Seoul,WJMK| WJSN The Black,,F,29.0,21.0,Capricorn
1244,Seolhyun,Kim Seolhyun,1995-01-03,AoA,2012-07-30,FNC,South Korea,167.0,47.0,Bucheon,,,F,29.0,17.0,Capricorn
1245,Seonghwa,Park Seonghwa,1998-04-03,ATEEZ,2018-10-24,KQ,South Korea,178.0,,Jinju,,,M,25.0,20.0,Aries
1246,Seonglee,Kim Seonglee,1994-04-06,,,,South Korea,173.0,,,,RAINZ,M,29.0,,Aries
1247,Seongmin,Ahn Seongmin,2003-08-01,CRAVITY,2020-04-14,Starship,South Korea,,,,,,M,20.0,16.0,Leo
1248,Seongsoo,Park Seongsoo,1999-04-07,ABLUE,2022-10-23,J-Star,South Korea,180.0,65.0,,,BECZ,M,24.0,23.0,Aries
1249,Seongwu,Ong Seunwu,1995-08-25,Wanna One,2017-08-07,YMC,South Korea,,,Incheon,,,M,28.0,21.0,Virgo
1250,Seonyu,Kim Seonyu,2008-03-20,CLASS:y,2022-05-05,Universal,South Korea,159.0,,,,,F,15.0,14.0,Pisces
1251,Seoryoung,Lee Seoryung,2000-01-26,GWSN,2018-09-05,Kiwi Pop,South Korea,,,,,,F,24.0,18.0,Aquarius
1252,Seowon,Jang Seowon,2006-12-05,Lapillus,2022-06-22,MLD,South Korea,,,Gwangju,,,F,17.0,15.0,Sagittarius
1253,Seowon,Seo Won,2000-12-18,NINE.i,2022-03-30,FirstOne,South Korea,,,,,,M,23.0,21.0,Sagittarius
1254,Seoyeon,Ahn Seoyeon,2005-03-26,CSR,2022-07-27,A2Z,South Korea,,,Bucheon,,,F,18.0,17.0,Aries
1255,Seoyeon,Kim Minju,1995-11-26,Favorite,2017-07-05,Astory,South Korea,,,Gwacheon,,,F,28.0,21.0,Sagittarius
1256,Seoyeon,Lee Seoyeon,2000-01-22,fromis_9,2018-01-24,Off The Record,South Korea,,,Seoul,,,F,24.0,18.0,Aquarius
1257,Seoyeon,Yoon Seoyeon,2003-08-06,tripleS,2023-02-13,MODHAUS,South Korea,,,,,,F,20.0,19.0,Leo
1258,Seoyoon,Kim Suyoung,1995-01-26,BOTOPASS,2020-08-26,WKS ENE,South Korea,,,,,ILUV,F,29.0,25.0,Aquarius
1259,Seoyoung,Lee Seoyoung,1994-06-27,Hello Venus,2012-05-09,Fantagio,South Korea,164.0,50.0,,,,F,29.0,17.0,Cancer
1260,Seoyul,Seo Yuri,1997-11-26,Berry Good,2014-05-21,Asia Bridge,South Korea,163.0,,,,,F,26.0,16.0,Sagittarius
1261,Serim,Park Serim,1999-03-03,CRAVITY,2020-04-14,Starship,South Korea,,,,,,M,25.0,21.0,Pisces
1262,Serri,Park Miyeon,1990-09-16,Dal Shabet,2011-01-03,Happy Face,South Korea,,,Seoul,,,F,33.0,20.0,Virgo
1263,Seulgi,Kang Seulgi,1994-02-10,Red Velvet,2014-08-01,SM,South Korea,162.0,,Seoul,Red Velvet - IRENE SEULGI,,F,30.0,20.0,Aquarius
1264,Seulgi,Jeong Seulgi,1990-05-12,S#aFLA,2021-07-14,Winnerzone,South Korea,,,,,,F,33.0,31.0,Taurus
1265,Seungah,Oh Seungah,1988-09-13,Rainbow,2009-11-12,DSP,South Korea,167.0,45.0,Seoul,Rainbow Blaxx| Rainbow Pixie,,F,35.0,21.0,Virgo
1266,Seungchan,Kang Seungchan,2003-01-01,Newkidd,2019-04-25,J-FLO,South Korea,,,,,,M,21.0,16.0,Capricorn
1267,Seungeun,Shim Seungeun,2000-12-27,BVNDIT,2019-04-10,MNH,South Korea,,,,,,F,23.0,18.0,Capricorn
1268,Seunghan,Lee Seunghan,1996-02-22,DUSTIN,2020-01-06,LPA,South Korea,,,,,,M,28.0,23.0,Pisces
1269,Seunghee,Oh Seunghee,1995-10-10,CLC,2015-03-19,Cube,South Korea,163.0,,Gwangju,,,F,28.0,19.0,Libra
1270,Seunghee,Hyun Seunghee,1996-01-25,Oh My Girl,2015-04-21,WM,South Korea,160.0,48.0,Chuncheon,,,F,28.0,19.0,Aquarius
1271,Seungheon,Lee Seungheon,2007-05-15,8TURN,2023-01-30,MNH,South Korea,171.0,51.0,,,,M,16.0,15.0,Taurus
1272,Seungho,Yang Seungho,1987-10-16,MBLAQ,2009-10-14,J. Tune,South Korea,,,Seoul,,,M,36.0,21.0,Libra
1273,Seunghun,Kim Seunghun,1999-02-26,CIX,2019-07-23,C9,South Korea,181.0,69.0,,,,M,25.0,20.0,Pisces
1274,Seunghwan,Lee Seunghwan,2000-05-20,1the9,2019-02-09,MBK,South Korea,178.0,64.0,,,,M,23.0,18.0,Taurus
1275,Seunghwan,Park Seunghwan,2002-04-06,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,,,,M,21.0,20.0,Aries
1276,Seunghwan,Jeong Seunghwan,2004-01-27,ATBO,2022-07-27,IST,South Korea,177.0,,Busan,,,M,20.0,18.0,Aquarius
1277,Seunghwan,Lee Seunghwan,1994-12-10,Romeo,2015-11-04,CT,South Korea,,,,,,M,29.0,20.0,Sagittarius
1278,Seunghyub,Lee Seunghyub,1992-10-31,N.Flying,2015-05-20,FNC,South Korea,,,Daegu,,,M,31.0,22.0,Scorpio
1279,Seunghyun,Lee Seunghyun,1998-07-17,AIMERS,2022-11-17,Hyper Rhythm,South Korea,,,,,Spectrum,M,25.0,24.0,Cancer
1280,Seunghyun,Song Seungyun,1992-08-21,FTISLAND,2007-06-07,FNC,South Korea,,,Seoul,,,M,31.0,14.0,Leo
1281,Seunghyun,Lee Seunghyun,2001-12-31,TheEastLight,2018-11-15,Stardium,South Korea,,,,,,M,22.0,16.0,Capricorn
1282,Seungjun,Ji Seungjun,1998-09-15,Astin,2022-11-16,AB Creative,South Korea,,,,,,M,25.0,24.0,Virgo
1283,Seungkwan,Boo Seungkwan,1998-01-16,Seventeen,2015-05-26,Pledis,South Korea,172.0,58.0,Jeju,,,M,26.0,17.0,Capricorn
1284,Seungmin,Bae Seungmin,1998-10-13,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,25.0,18.0,Libra
1285,Seungmin,Lee Seungmin,1996-02-03,Hash Tag,2017-10-11,LUK,South Korea,162.0,,,,,F,28.0,21.0,Aquarius
1286,Seungmin,Kim Seungmin,2000-09-22,Stray Kids,2018-03-25,JYP,South Korea,,,Seoul,,,M,23.0,17.0,Virgo
1287,Seungri,Lee Seunghyun,1990-12-12,,,,South Korea,176.0,60.0,Gwangju,,BIGBANG,M,33.0,,Sagittarius
1288,Seungsik,Kang Seungsik,1995-04-16,VICTON,2016-11-09,Plan A,South Korea,,,,,,M,28.0,21.0,Aries
